Industry,City,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Transportation and Warehousing,Victoria,356.5643623,382.3327108,378.9727483,365.3912615,332.1531938,331.8862993,342.970974,362.6531758,362.2895835,360.4031128,361.5178263,369.9466418,396.8940553,440.572092,442.8018133,456.9812968,469.5496028,494.1219523,539.4024288,548.4791945,549.3472543,546.2796345,535.1099103,541.799912,548.9274243,559.7557593,573.3535543,606.58355
Wholesale and Retail Trade,Victoria,595.4341973,624.5064973,681.9717988,695.9149865,698.4411593,755.6587368,802.547192,827.9498153,825.4806603,854.392358,834.848398,870.9603765,896.3749343,956.3626553,998.783088,1059.280348,1122.73803,1190.997823,1264.913553,1358.642058,1436.326268,1406.842338,1323.56369,1348.325578,1327.640298,1308.267995,1294.033065,1318.097
All Industries,Winnipeg,21353.25068,21348.14103,21641.85955,21897.0585,20728.03733,21077.51583,21328.04525,21933.05145,22307.20298,22802.0883,23809.92968,24756.94368,25285.73973,26127.32373,26685.77225,27237.7915,27384.79528,28046.11953,28985.52625,29890.40063,30829.0904,31659.44045,31521.82335,32314.77925,32910.41493,33441.4276,34215.53262,34994.385
Business Services,Winnipeg,1012.242828,1043.528584,1027.855616,1021.916997,988.1912853,993.8311973,1023.265695,1058.382985,1146.372635,1136.73843,1211.16863,1375.691428,1576.9566,1446.968318,1486.836825,1574.313895,1613.233503,1647.373023,1675.166298,1762.146343,1782.9579,1836.996023,1801.248438,1837.817388,1854.199388,1863.37364,1876.927843,1898.45375
Construction,Winnipeg,1697.606705,1619.235193,1603.5858,1613.404008,1346.372828,1240.217968,1198.14069,1233.86542,1256.655468,1338.898545,1406.158783,1472.245853,1420.994023,1322.439428,1486.19646,1471.811428,1492.272143,1534.988778,1605.167628,1807.540945,1869.12011,2117.510435,2176.93789,2482.2861,2360.351795,2562.49069,2642.077955,2680.92825
Education and Healthcare,Winnipeg,3029.50793,3104.4432,3150.21991,3205.705243,3173.246043,3232.413538,3210.513215,3260.185685,3310.224163,3323.89067,3260.794623,3322.935108,3436.236995,3488.47559,3563.32585,3673.60267,3785.117293,3936.601963,3971.735848,3996.98003,4093.285268,4241.172278,4359.374885,4407.188763,4487.710875,4565.834325,4688.469855,4763.69025
"Finance, Insurance and Real Estate",Winnipeg,3858.857523,3757.262558,3829.372233,3994.008685,3962.52316,4017.392803,4292.23473,4414.748698,4529.787558,4524.630238,4661.96201,4796.481795,4946.805788,5070.940065,5259.107485,5410.4886,5469.83541,5530.780023,5689.240485,5902.07208,6083.57109,6182.476565,6287.137733,6420.606765,6538.203453,6641.224408,6874.334938,7068.33925
Information and Cultural Industries,Winnipeg,494.5387165,533.952878,569.1554015,582.2169508,562.152757,566.177155,571.6608628,584.3086328,575.8360768,593.538916,693.4142638,756.0913595,757.0810733,839.675396,956.9780358,1083.3804,1078.856163,1150.041963,1161.56266,1193.545153,1229.139193,1231.824683,1248.895478,1303.562985,1337.305418,1356.029553,1378.863485,1390.6855
Manufacturing,Winnipeg,2691.36721,2668.289855,2722.693733,2728.781105,2374.038625,2482.178183,2419.524165,2600.365545,2855.58684,2939.794005,3325.647355,3441.483753,3195.529875,3464.753103,3344.046413,3400.72209,3347.189843,3370.47637,3462.164493,3392.736283,3627.22277,3672.168533,3365.83371,3290.997053,3455.180123,3416.276983,3441.434958,3579.916
Personal Services,Winnipeg,1257.348765,1275.085433,1243.721888,1236.296365,1101.890453,1140.02209,1114.41926,1111.54218,1144.744378,1112.599523,1205.169565,1283.53507,1290.173758,1419.33122,1524.843353,1434.115383,1421.51249,1459.05055,1455.319173,1437.221053,1473.378675,1488.47941,1526.52279,1511.714763,1530.081105,1552.957848,1622.0768,1659.67525
Primary and Utilities,Winnipeg,1004.226072,1007.823617,984.1198293,1034.289933,1030.09005,1037.71742,1082.676444,1071.375635,1021.365796,1117.482083,1161.714608,1140.360403,1119.232443,1286.485115,1274.759253,1289.465425,1262.130075,1333.995495,1523.00187,1530.492435,1489.88056,1489.95764,1386.01107,1404.927733,1460.537773,1532.78648,1633.673673,1664.327
Public Administration and Defence,Winnipeg,2181.744298,2246.168588,2335.429465,2415.324815,2476.769798,2499.731075,2447.815598,2463.716225,2431.526418,2416.408573,2442.849043,2487.925333,2574.458138,2691.249813,2650.506985,2707.587073,2755.377108,2786.6417,2845.42999,2931.71553,3025.5882,3109.505228,3189.801823,3281.359788,3326.83357,3322.953615,3270.512835,3203.26275
Transportation and Warehousing,Winnipeg,1842.022563,1944.16957,1953.75645,1927.263808,1716.400033,1786.71369,1822.348068,1916.434535,1869.642905,1926.729903,2021.27812,2033.48455,2168.807478,2228.393545,2201.824833,2133.390723,2096.132878,2138.72079,2282.33587,2388.74979,2412.05228,2413.40858,2342.082783,2435.603098,2532.656658,2575.05298,2629.399338,2716.78375
Wholesale and Retail Trade,Winnipeg,2283.788093,2148.181543,2221.949248,2137.850575,1996.362285,2081.120713,2145.446535,2218.12592,2165.460745,2371.377398,2419.772678,2646.70904,2799.463543,2868.61214,2937.346735,3058.913818,3063.138358,3157.448878,3314.401928,3547.201003,3742.894343,3875.941045,3837.976765,3938.71485,4027.354803,4052.447095,4157.760963,4368.325
